name,slug,types,sprite_url
Gulpin,gulpin,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png
Gumshoos,gumshoos,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/735.png
Gumshoos,gumshoos-totem,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10121.png
Gurdurr,gurdurr,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png
Guzzlord,guzzlord,"dark,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/799.png
Gyarados,gyarados,"water,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/130.png
Gyarados,gyarados-mega,"water,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10041.png
Hakamo-o,hakamo-o,"dragon,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/783.png
Happiny,happiny,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png
Hariyama,hariyama,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png
Hatenna,hatenna,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/856.png
Hatterene,hatterene,"psychic,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/858.png
Hatterene,hatterene-gmax,"psychic,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10221.png
Hattrem,hattrem,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/857.png
Haunter,haunter,"ghost,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/93.png
Hawlucha,hawlucha,"fighting,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/701.png
Hawlucha,hawlucha-mega,"fighting,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10300.png
Haxorus,haxorus,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png
Heatmor,heatmor,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.png
Heatran,heatran,"fire,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png
Heatran,heatran-mega,"fire,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10311.png
Heliolisk,heliolisk,"electric,normal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/695.png
Helioptile,helioptile,"electric,normal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/694.png
Heracross,heracross,"bug,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png
Heracross,heracross-mega,"bug,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10047.png
Herdier,herdier,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png
Hippopotas,hippopotas,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png
Hippowdon,hippowdon,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png
Hitmonchan,hitmonchan,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/107.png
Hitmonlee,hitmonlee,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/106.png
Hitmontop,hitmontop,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png
Ho-Oh,ho-oh,"fire,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png
Honchkrow,honchkrow,"dark,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png
Honedge,honedge,"steel,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/679.png
Hoopa,hoopa,"psychic,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/720.png
Hoopa,hoopa-unbound,"psychic,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10086.png
Hoothoot,hoothoot,"normal,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/163.png
Hoppip,hoppip,"grass,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/187.png
Horsea,horsea,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/116.png
Houndoom,houndoom,"dark,fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png
Houndoom,houndoom-mega,"dark,fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10048.png
Houndour,houndour,"dark,fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png
Houndstone,houndstone,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/972.png
Huntail,huntail,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png
Hydrapple,hydrapple,"grass,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1019.png
Hydreigon,hydreigon,"dark,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/635.png
Hypno,hypno,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/97.png
Igglybuff,igglybuff,"normal,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/174.png
Illumise,illumise,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png
Impidimp,impidimp,"dark,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/859.png
Incineroar,incineroar,"fire,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/727.png
Indeedee,indeedee-female,"psychic,normal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10186.png
Indeedee,indeedee-male,"psychic,normal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/876.png
Infernape,infernape,"fire,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png
Inkay,inkay,"dark,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/686.png
Inteleon,inteleon,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/818.png
Inteleon,inteleon-gmax,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10211.png
Iron Boulder,iron-boulder,"rock,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1022.png
Iron Bundle,iron-bundle,"ice,water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/991.png
Iron Crown,iron-crown,"steel,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1023.png
Iron Hands,iron-hands,"fighting,electric",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/992.png
Iron Jugulis,iron-jugulis,"dark,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/993.png
Iron Leaves,iron-leaves,"grass,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1010.png
Iron Moth,iron-moth,"fire,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/994.png
Iron Thorns,iron-thorns,"rock,electric",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/995.png
Iron Treads,iron-treads,"ground,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/990.png
Iron Valiant,iron-valiant,"fairy,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1006.png
Ivysaur,ivysaur,"grass,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/2.png
Jangmo-o,jangmo-o,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/782.png
Jellicent,jellicent-male,"water,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png
Jigglypuff,jigglypuff,"normal,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/39.png
Jirachi,jirachi,"steel,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png
Jolteon,jolteon,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/135.png
Joltik,joltik,"bug,electric",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png
Jumpluff,jumpluff,"grass,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/189.png
Jynx,jynx,"ice,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/124.png
Kabuto,kabuto,"rock,water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/140.png
Kabutops,kabutops,"rock,water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/141.png
Kadabra,kadabra,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/64.png
Kakuna,kakuna,"bug,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/14.png
Kangaskhan,kangaskhan,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/115.png
Kangaskhan,kangaskhan-mega,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10039.png
Karrablast,karrablast,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png
Kartana,kartana,"grass,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/798.png
Kecleon,kecleon,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png
Keldeo,keldeo-ordinary,"water,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.png
Keldeo,keldeo-resolute,"water,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10024.png
Kilowattrel,kilowattrel,"electric,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/941.png
Kingambit,kingambit,"dark,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/983.png
Kingdra,kingdra,"water,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png
Kingler,kingler,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/99.png
Kingler,kingler-gmax,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10203.png
Kirlia,kirlia,"psychic,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png
Klang,klang,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png
Klawf,klawf,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/950.png
Kleavor,kleavor,"bug,rock",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/900.png
Klefki,klefki,"steel,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/707.png
Klink,klink,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png
Klinklang,klinklang,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png
Koffing,koffing,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/109.png
Komala,komala,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/775.png
Kommo-o,kommo-o,"dragon,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/784.png
Kommo-o,kommo-o-totem,"dragon,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10146.png
Koraidon,koraidon,"fighting,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1007.png
Krabby,krabby,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/98.png
Kricketot,kricketot,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/401.png
Kricketune,kricketune,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/402.png
Krokorok,krokorok,"ground,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png
Krookodile,krookodile,"ground,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png
Kubfu,kubfu,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/891.png
Kyogre,kyogre,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png
Kyogre,kyogre-primal,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10077.png
Kyurem,kyurem,"dragon,ice",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png
Kyurem,kyurem-black,"dragon,ice",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10022.png
Kyurem,kyurem-white,"dragon,ice",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10023.png
Lairon,lairon,"steel,rock",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png
Lampent,lampent,"ghost,fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.png
Landorus,landorus-incarnate,"ground,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.png
Landorus,landorus-therian,"ground,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10021.png
Lanturn,lanturn,"water,electric",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/171.png
Lapras,lapras,"water,ice",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/131.png
Lapras,lapras-gmax,"water,ice",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10204.png
Larvesta,larvesta,"bug,fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.png
Larvitar,larvitar,"rock,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png
Latias,latias,"dragon,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png
Latias,latias-mega,"dragon,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10062.png
Latios,latios,"dragon,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png
Latios,latios-mega,"dragon,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10063.png
Leafeon,leafeon,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png
Leavanny,leavanny,"bug,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png
Lechonk,lechonk,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/915.png
Ledian,ledian,"bug,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/166.png
Ledyba,ledyba,"bug,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/165.png
Lickilicky,lickilicky,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png
Lickitung,lickitung,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/108.png
Liepard,liepard,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png
Lileep,lileep,"rock,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png
Lilligant,lilligant,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png
Lilligant,lilligant-hisui,"grass,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10237.png
Lillipup,lillipup,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png
Linoone,linoone,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png
Linoone,linoone-galar,"dark,normal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10175.png
Litleo,litleo,"fire,normal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/667.png
Litten,litten,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/725.png
Litwick,litwick,"ghost,fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.png
Lokix,lokix,"bug,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/920.png
Lombre,lombre,"water,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png
Lopunny,lopunny,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png
Lopunny,lopunny-mega,"normal,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10088.png
Lotad,lotad,"water,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png
Loudred,loudred,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png
Lucario,lucario,"fighting,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png
Lucario,lucario-mega,"fighting,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10059.png
Lucario,lucario-mega-z,"fighting,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10310.png
Ludicolo,ludicolo,"water,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png
Lugia,lugia,"psychic,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png
Lumineon,lumineon,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png
Lunala,lunala,"psychic,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/792.png
Lunatone,lunatone,"rock,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png
Lurantis,lurantis,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/754.png
Lurantis,lurantis-totem,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10128.png
Luvdisc,luvdisc,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.png
Luxio,luxio,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png
Luxray,luxray,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png
Lycanroc,lycanroc-dusk,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10152.png
Lycanroc,lycanroc-midday,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/745.png
Lycanroc,lycanroc-midnight,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10126.png
Mabosstiff,mabosstiff,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/943.png
Machamp,machamp,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/68.png
Machamp,machamp-gmax,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10201.png
Machoke,machoke,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/67.png
Machop,machop,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/66.png
Magby,magby,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png
Magcargo,magcargo,"fire,rock",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png
Magearna,magearna,"steel,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/801.png
Magearna,magearna-mega,"steel,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10317.png
Magearna,magearna-original,"steel,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10147.png
Magearna,magearna-original-mega,"steel,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10318.png
Magikarp,magikarp,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/129.png
Magmar,magmar,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/126.png
Magmortar,magmortar,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png
Magnemite,magnemite,"electric,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/81.png
Magneton,magneton,"electric,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/82.png
Magnezone,magnezone,"electric,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png
Makuhita,makuhita,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png
Malamar,malamar,"dark,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/687.png
Malamar,malamar-mega,"dark,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10297.png
Mamoswine,mamoswine,"ice,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png
Manaphy,manaphy,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png
Mandibuzz,mandibuzz,"dark,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.png
Manectric,manectric,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png
Manectric,manectric-mega,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10055.png
Mankey,mankey,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/56.png
Mantine,mantine,"water,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png
Mantyke,mantyke,"water,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png
Maractus,maractus,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png
Mareanie,mareanie,"poison,water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/747.png
Mareep,mareep,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/179.png
Marill,marill,"water,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/183.png
Marowak,marowak,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/105.png
Marowak,marowak-alola,"fire,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10115.png
Marowak,marowak-totem,"fire,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10149.png
Marshadow,marshadow,"fighting,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/802.png
Marshtomp,marshtomp,"water,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png
Maschiff,maschiff,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/942.png
Masquerain,masquerain,"bug,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png
Maushold,maushold-family-of-four,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/925.png
Maushold,maushold-family-of-three,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10257.png
Mawile,mawile,"steel,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png
Mawile,mawile-mega,"steel,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10052.png
Medicham,medicham,"fighting,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png
Medicham,medicham-mega,"fighting,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10054.png
Meditite,meditite,"fighting,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png
Meganium,meganium,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/154.png
Meganium,meganium-mega,"grass,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10282.png
Melmetal,melmetal,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/809.png
Melmetal,melmetal-gmax,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10208.png
Meloetta,meloetta-aria,"normal,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.png
Meloetta,meloetta-pirouette,"normal,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10018.png
Meltan,meltan,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/808.png
Meowscarada,meowscarada,"grass,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/908.png
Meowstic,meowstic-female,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10025.png
Meowstic,meowstic-female-mega,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10326.png
Meowstic,meowstic-male,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/678.png
Meowstic,meowstic-male-mega,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10314.png
Meowth,meowth,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/52.png
Meowth,meowth-alola,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10107.png
Meowth,meowth-galar,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10161.png
Meowth,meowth-gmax,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10200.png
Mesprit,mesprit,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png
Metagross,metagross,"steel,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png
Metagross,metagross-mega,"steel,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10076.png
Metang,metang,"steel,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png
Metapod,metapod,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/11.png
Mew,mew,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/151.png
Mewtwo,mewtwo,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/150.png
Mewtwo,mewtwo-mega-x,"psychic,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10043.png
Mewtwo,mewtwo-mega-y,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10044.png
Mienfoo,mienfoo,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/619.png
Mienshao,mienshao,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.png
Mightyena,mightyena,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png
Milcery,milcery,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/868.png
Milotic,milotic,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png
